"Statistic","CensusYear","Sex","Means of Travel","At Work School or College","UNIT","VALUE"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","63"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","79"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Driver","All persons","Number","616494"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Driver","Population aged 15 years and over at work","Number","590927"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2068"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Driver","Students at school or college aged 19 years and over","Number","23499"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Passenger","All persons","Number","290452"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Passenger","Population aged 15 years and over at work","Number","43984"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","161149"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","75133"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Motor car: Passenger","Students at school or college aged 19 years and over","Number","10186"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Other means (incl. lorry or van)","All persons","Number","4006"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","3101"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","493"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","294"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","118"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Work mainly at or from home","All persons","Number","29944"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Work mainly at or from home","Population aged 15 years and over at work","Number","29347"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","155"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","93"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Work mainly at or from home","Students at school or college aged 19 years and over","Number","349"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Not stated","All persons","Number","61919"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Not stated","Population aged 15 years and over at work","Number","41070"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Not stated","Children at school aged between 5 and 12 years","Number","12479"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Not stated","Students at school or college aged between 13 and 18 years","Number","5118"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","Not stated","Students at school or college aged 19 years and over","Number","3252"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","All means of travel","All persons","Number","1451038"
"Population Usually Resident in the State at Each Census Since 1986","2016","Female","All means of travel","Population aged 15 years and over at work","Number","913163"
